864799070325526528	en	janeycakkkes	RT @MirrorPolitics: May won't rule out cutting allowances for people with lifelong degenerative illnesses #GE2017 https://t.co/mh59sSORHC h?	nullHERE!!!	Wed May 17 11:05:40 +0000 2017	133	0	310	316	9287	b'London'	b'Sat May 09 20:16:37 +0000 2009'	London, United Kingdom	b'#MakeJuneTheEndOfMay #JC4PM ??????'	b'#BringBackOurGirls'	"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'"	http://www.mirror.co.uk/news/politics/general-election-2017-live-labour-10421621 	
864798325681389568	en-gb	infamyreborn92	"RT @MirrorPolitics: May claims brutal cuts have helped focus on ""the most vulnerable"" #GE2017 live https://t.co/mh59sSORHC https://t.co/cK3?"	nullHERE!!!	Wed May 17 11:02:42 +0000 2017	50	0	2049	3480	93183		b'Thu Aug 27 15:41:32 +0000 2015'	Rhondda Cynon Taf	b'?When authorities warn you of the sinfulness of sex, there is an important lesson to be learned. Do not have sex with the authorities.?'	b'Daniel Pitt'	"b'<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>'"	http://www.mirror.co.uk/news/politics/general-election-2017-live-labour-10421621 	
864798246316716034	en-gb	infamyreborn92	RT @MirrorPolitics: May won't rule out cutting allowances for people with lifelong degenerative illnesses #GE2017 https://t.co/mh59sSORHC h?	nullHERE!!!	Wed May 17 11:02:23 +0000 2017	133	0	2049	3480	93183		b'Thu Aug 27 15:41:32 +0000 2015'	Rhondda Cynon Taf	b'?When authorities warn you of the sinfulness of sex, there is an important lesson to be learned. Do not have sex with the authorities.?'	b'Daniel Pitt'	"b'<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>'"	http://www.mirror.co.uk/news/politics/general-election-2017-live-labour-10421621 	
864797732904603649	en-gb	Cov_Bhoy	RT @MirrorPolitics: Theresa May is being challenged on the huge rise of food banks #GE2017 live https://t.co/mh59sSORHC https://t.co/h6fel3?	nullHERE!!!	Wed May 17 11:00:21 +0000 2017	28	0	1568	1278	18361	b'Dublin'	b'Tue Jan 06 21:26:34 +0000 2015'	Then why call him god ?	b'Is your god willing to prevent evil, but not able? Then he is not omnipotent. Is he able, but not willing? Then he is malevolent. Is he both able and willing?'	b'Joe Hill'	"b'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>'"	http://www.mirror.co.uk/news/politics/general-election-2017-live-labour-10421621 	
864797602541449217	en-gb	infamyreborn92	"RT @MirrorPolitics: May asked why she hasn't been to see furious nurses - ?Because I?ve been doing other things""#GE2017 https://t.co/mh59sS?"	nullHERE!!!	Wed May 17 10:59:50 +0000 2017	101	0	2049	3480	93183		b'Thu Aug 27 15:41:32 +0000 2015'	Rhondda Cynon Taf	b'?When authorities warn you of the sinfulness of sex, there is an important lesson to be learned. Do not have sex with the authorities.?'	b'Daniel Pitt'	"b'<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>'"		
864797475823116288	en-gb	infamyreborn92	RT @MirrorPolitics: ?Nobody is selling off the #NHS,? Theresa May claims #GE2017 live https://t.co/mh59sSORHC https://t.co/jzaVcQly7R	nullHERE!!!	Wed May 17 10:59:20 +0000 2017	16	0	2049	3480	93183		b'Thu Aug 27 15:41:32 +0000 2015'	Rhondda Cynon Taf	b'?When authorities warn you of the sinfulness of sex, there is an important lesson to be learned. Do not have sex with the authorities.?'	b'Daniel Pitt'	"b'<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>'"	http://www.mirror.co.uk/news/politics/general-election-2017-live-labour-10421621 	
864797363818332160	en-gb	infamyreborn92	RT @MirrorPolitics: Theresa May is being challenged on the huge rise of food banks #GE2017 live https://t.co/mh59sSORHC https://t.co/h6fel3?	nullHERE!!!	Wed May 17 10:58:53 +0000 2017	28	0	2049	3480	93183		b'Thu Aug 27 15:41:32 +0000 2015'	Rhondda Cynon Taf	b'?When authorities warn you of the sinfulness of sex, there is an important lesson to be learned. Do not have sex with the authorities.?'	b'Daniel Pitt'	"b'<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>'"	http://www.mirror.co.uk/news/politics/general-election-2017-live-labour-10421621 	
864797153801236480	en	SaltedGoat	"RT @MirrorPolitics: Labour on Tory leader's clash with a voter: ?This is what happens when Theresa May meets real people"" - #GE2017 live ht?"	nullHERE!!!	Wed May 17 10:58:03 +0000 2017	54	0	38	91	4557	b'Pacific Time (US & Canada)'	b'Sat Jun 20 05:21:23 +0000 2009'		b''	b'JollyJack'	"b'<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>'"		
864741077613522945	en	ciarale01	"RT @MirrorPolitics: Mencap warns it's ""worrying"" Theresa May appeared to get mental health &amp; learning disability mixed up - #GE2017 live ht?"	nullHERE!!!	Wed May 17 07:15:13 +0000 2017	201	0	1501	4982	121424	b'London'	b'Mon May 05 19:23:08 +0000 2008'	Ashtead, South East	b'Campaigns Support-officer at UK LD Charity Mencap @mencap_Charity & Trustee of LD Charity @SunnyBankEpsom & All Views are my own!'	b'Ciara Lawrence'	"b'<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>'"		
864648872106307584	en	DottieTrixx	"RT @SocialistVoice: Mencap warns it's ""worrying"" Theresa May appeared to get mental health and learning disability mixed up #GE2017?https:/?"	nullHERE!!!	Wed May 17 01:08:50 +0000 2017	96	0	817	560	29573	b'London'	b'Sun Mar 13 05:03:44 +0000 2011'	G-Spot, Punarnia	"b""??Random Rabbit. The Cats' Mum. British Chinamese. Occasionally sarcastic. Equal Rights, Animal Rights, Pro-Choice, Honorary Big Gay Rainbow Brite ?"""	b'x? ?'	"b'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>'"		
864589656230383616	en	guldill	RT @mosabbir: .@UKLabour #Leader @JeremyCorbyn announces #Labour would plunge ?37bn into the #NHS https://t.co/PNYr1nWkWl #GE2017	nullHERE!!!	Tue May 16 21:13:32 +0000 2017	3	0	1359	854	16535		b'Wed Oct 29 00:45:36 +0000 2014'	London, England	b'I am a member of #LondonLabourParty'	b'Gul Dill'	"b'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>'"	http://www.mirror.co.uk/news/politics/general-election-2017-live-labour-10421621#ICID=sharebar_twitter 	
864564974454284292	en	ShauTutze	RT @MirrorPolitics: Jeremy Paxman to grill both Theresa May and Jeremy Corbyn - #GE2017 live https://t.co/mh59sSORHC https://t.co/rzYm2fijZj	nullHERE!!!	Tue May 16 19:35:27 +0000 2017	46	0	3376	4970	53019	b'London'	b'Tue Oct 26 15:11:44 +0000 2010'	London	b'#FreePalestine #FreeGaza #Corbyn4PM\n #HumanRights #Wikileaks  #Pacifist    Please do not add me to any lists.\nRetweets are not necessarily endorsements'	b'Tyger'	"b'<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>'"	http://www.mirror.co.uk/news/politics/general-election-2017-live-labour-10421621 	
864555060113625089	en-gb	MartinHCroydon	"RT @MirrorPolitics: Mencap warns it's ""worrying"" Theresa May appeared to get mental health &amp; learning disability mixed up - #GE2017 live ht?"	nullHERE!!!	Tue May 16 18:56:03 +0000 2017	201	0	43	72	160		b'Fri Apr 21 07:39:43 +0000 2017'	Croydon, London	b'London-based lawyer. Home is fantastic, diverse Croydon. I tend to speak my mind. All views are my own (except retweets, which do not imply endorsement).'	b'Martin Hammond'	"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'"		
864537882761072640	en	DingaBelle	RT @MirrorPolitics: Full transcript of Theresa May's clash with voter Cathy - #GE2017 live https://t.co/mh59sSORHC https://t.co/vkhf7gE6qH	nullHERE!!!	Tue May 16 17:47:48 +0000 2017	53	0	1657	1253	160054		b'Sat Feb 11 12:04:33 +0000 2012'		b''	b'DingaBelle'	"b'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>'"	http://www.mirror.co.uk/news/politics/general-election-2017-live-labour-10421621 	
864530255998054403	en	Mirkasher31	"RT @MirrorPolitics: Mencap warns it's ""worrying"" Theresa May appeared to get mental health &amp; learning disability mixed up - #GE2017 live ht?"	nullHERE!!!	Tue May 16 17:17:29 +0000 2017	201	0	370	1451	22135		b'Sat Oct 03 18:48:46 +0000 2015'		b''	b'Zafar Islam'	"b'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>'"		
864516746463637504	en-gb	DebraClaridge	"RT @MirrorPolitics: Mencap warns it's ""worrying"" Theresa May appeared to get mental health &amp; learning disability mixed up - #GE2017 live ht?"	nullHERE!!!	Tue May 16 16:23:48 +0000 2017	201	0	2608	2521	33671	b'Amsterdam'	b'Sat Jun 22 08:32:26 +0000 2013'	     West Midlands	"b""Black Country Wench, Wife , Mother of 3. Equalist. Campaigning 4 at least NMW wage for care workers! Absolutely hates injustice - but I'm working on it!"""	b'Deb Claridge'	"b'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>'"		
864512710473547777	en	jes6605	"RT @MirrorPolitics: Mencap warns it's ""worrying"" Theresa May appeared to get mental health &amp; learning disability mixed up - #GE2017 live ht?"	nullHERE!!!	Tue May 16 16:07:46 +0000 2017	201	0	216	601	4000	b'London'	b'Wed Apr 01 21:05:51 +0000 2009'	Glasgow	"b""Life deals you one set of cards, trust that whatever path you take is the right one. Don't try and fool it you'll just end up wasting precious happiness time"""	b'Auntyjuju'	"b'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>'"		
864510059115675656	en	AmandaJaneCole	RT @MirrorPolitics: Jeremy Corbyn says Labour has suffered ?unbelievable torrents of media attacks? - #GE2017 live https://t.co/mh59sSORHC	nullHERE!!!	Tue May 16 15:57:14 +0000 2017	48	0	474	202	8321	b'London'	b'Sat Feb 27 13:59:32 +0000 2010'	Bristol	b'Challenge - injustice, bigots, idiots and mean spirited people. I read and love contemporary life, all art and dance.         I have a dangerous cat.'	b'Amanda Cole'	"b'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>'"	http://www.mirror.co.uk/news/politics/general-election-2017-live-labour-10421621 	
864505557935415296	en	GOTHARDDANIEL	"RT @MirrorPolitics: Mencap warns it's ""worrying"" Theresa May appeared to get mental health &amp; learning disability mixed up - #GE2017 live ht?"	nullHERE!!!	Tue May 16 15:39:21 +0000 2017	201	0	1647	1632	41896		b'Fri Oct 23 10:30:49 +0000 2009'	Oxford, England	b'2 novels published by @urbanepub: Simon says & Reunited. This is my soapbox account - politics, etc. Book tweets at my other account @bookslifelove'	b'DANIEL DAVID GOTHARD'	"b'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>'"		
864501023783735296	en	darkavenger12a	RT @MirrorPolitics: Jeremy Paxman to grill both Theresa May and Jeremy Corbyn - #GE2017 live https://t.co/mh59sSORHC https://t.co/rzYm2fijZj	nullHERE!!!	Tue May 16 15:21:20 +0000 2017	46	0	693	341	26690		b'Fri Jun 01 07:23:44 +0000 2012'	England	b'GP in the North of England. Supports a properly resourced #NHS. Tweets personal.'	b'darkavenger'	"b'<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>'"	http://www.mirror.co.uk/news/politics/general-election-2017-live-labour-10421621 	
864493341014196225	en	Barkercartoons	Recap all the action from the election campaign with 24 days to go https://t.co/EyhTbfLp0w And this is why Theresa May hides from the public	nullHERE!!!	Tue May 16 14:50:48 +0000 2017	0	0	2848	901	39998		b'Sun Aug 01 14:21:11 +0000 2010'	UK	b'True Centrist. Political cartoonist and illustrator for The New European, The Times, HBO, Guardian, BBC & Tribune  https://t.co/IwcZze0dTg'	b'Gary Barker'	"b'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>'"	http://www.mirror.co.uk/news/politics/general-election-2017-live-labour-10421621#ICID=sharebar_twitter 	
864492053434118149	en	Rekeiji	RT @MirrorPolitics: May won't rule out cutting allowances for people with lifelong degenerative illnesses #GE2017 https://t.co/mh59sSORHC h?	nullHERE!!!	Tue May 16 14:45:41 +0000 2017	133	0	1024	890	101511	b'London'	b'Mon Jan 18 12:41:14 +0000 2010'	A Fetid Isle of Fuckwits	b'Admitted fan of dogs. I actually liked the original ending to Mass Effect 3. A traitor, a saboteur and an extremist'	b'Rekeiji'	"b'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>'"	http://www.mirror.co.uk/news/politics/general-election-2017-live-labour-10421621 	
864486000403374080	en	robos1946	RT @MirrorPolitics: Full transcript of Theresa May's clash with voter Cathy - #GE2017 live https://t.co/mh59sSORHC https://t.co/vkhf7gE6qH	nullHERE!!!	Tue May 16 14:21:38 +0000 2017	53	0	8	131	195		b'Tue Nov 01 12:06:50 +0000 2016'	Bootle	b'Politics Health General News YouTube'	b'Fred Roberts'	"b'<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>'"	http://www.mirror.co.uk/news/politics/general-election-2017-live-labour-10421621 	
864485165346807808	en	CarlEveCrime	"RT @MirrorPolitics: Mencap warns it's ""worrying"" Theresa May appeared to get mental health &amp; learning disability mixed up - #GE2017 live ht?"	nullHERE!!!	Tue May 16 14:18:19 +0000 2017	201	0	1959	1048	27511	b'London'	b'Wed Sep 12 16:57:01 +0000 2012'	Plymouth	b'Crime Reporter with Plymouth Herald British Journalism Award winner 2014. Call 01752293119 ceve@plymouthherald.co.uk https://t.co/QwN0KEwXnR'	b'Carl Eve'	"b'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>'"		
864484982747803653	en	CarlEveCrime	"RT @MirrorPolitics: May asked why she hasn't been to see furious nurses - ?Because I?ve been doing other things""#GE2017 https://t.co/mh59sS?"	nullHERE!!!	Tue May 16 14:17:35 +0000 2017	101	0	1959	1048	27511	b'London'	b'Wed Sep 12 16:57:01 +0000 2012'	Plymouth	b'Crime Reporter with Plymouth Herald British Journalism Award winner 2014. Call 01752293119 ceve@plymouthherald.co.uk https://t.co/QwN0KEwXnR'	b'Carl Eve'	"b'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>'"		
864484690908123136	en	helenamckeown	RT @MirrorPolitics: Jeremy Paxman to grill both Theresa May and Jeremy Corbyn - #GE2017 live https://t.co/mh59sSORHC https://t.co/rzYm2fijZj	nullHERE!!!	Tue May 16 14:16:26 +0000 2017	46	0	2929	1155	9418	b'London'	b'Mon Sep 14 13:56:25 +0000 2009'	Salisbury, England	"b""GP. Deputy Chair @theBMA Representative Body, but all tweets are in a personal capacity. P's wife; mum to H, I, P & L"""	b'Helena McKeown'	"b'<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>'"	http://www.mirror.co.uk/news/politics/general-election-2017-live-labour-10421621 	
864482368744284160	en	Andythefireman	"RT @MirrorPolitics: Mencap warns it's ""worrying"" Theresa May appeared to get mental health &amp; learning disability mixed up - #GE2017 live ht?"	nullHERE!!!	Tue May 16 14:07:12 +0000 2017	201	0	599	374	58895	b'Hawaii'	b'Sat Oct 09 21:03:53 +0000 2010'	Royal Herfordshire	"b""I'm a retired firefighter, twisted retired firefighter!!"""	b'Andythefireman'	"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'"		
864472086978469889	en	kim_docherty	"RT @MirrorPolitics: Mencap warns it's ""worrying"" Theresa May appeared to get mental health &amp; learning disability mixed up - #GE2017 live ht?"	nullHERE!!!	Tue May 16 13:26:21 +0000 2017	201	0	483	2439	697		b'Sun Aug 05 20:32:48 +0000 2012'	Doncaster	b'I support Jeremy Corbyn! #forthemanynotthefew'	b'Kim Docc'	"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'"		
864458095623360512	en	GazSez	"RT @SocialistVoice: Mencap warns it's ""worrying"" Theresa May appeared to get mental health and learning disability mixed up #GE2017?https:/?"	nullHERE!!!	Tue May 16 12:30:45 +0000 2017	96	0	1320	2470	43599	b'Casablanca'	b'Sun Mar 11 20:15:50 +0000 2012'	Essex	"b""Essex boy now but E2 born and bred. Politics and grumblings of an old left wing bastard. RT's not always my pov."""	b'Mr Flibbertigibbet'	"b'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>'"		
864454084149096448	en-gb	Jackiehilton44	"RT @MirrorPolitics: Mencap warns it's ""worrying"" Theresa May appeared to get mental health &amp; learning disability mixed up - #GE2017 live ht?"	nullHERE!!!	Tue May 16 12:14:49 +0000 2017	201	0	1001	364	83263		b'Fri Aug 01 21:04:20 +0000 2014'	Plymouth, Devon	b'Literacy tutor, carer, Mum, enthusiastic English Setter owner, director Simply Counselling, committee member Pisces Swimming Club, Labour Party member, WASPI.'	b'Jacqueline Hilton'	"b'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>'"		
864453809875058688	en	akamalaccas1	"RT @MirrorPolitics: Mencap warns it's ""worrying"" Theresa May appeared to get mental health &amp; learning disability mixed up - #GE2017 live ht?"	nullHERE!!!	Tue May 16 12:13:43 +0000 2017	201	0	8609	8093	108748	b'Pacific Time (US & Canada)'	b'Thu Oct 27 21:15:09 +0000 2011'	Norwich	b'Proud to be a member of Unite Community.Lives with CIDP. Peacenik. Like anti-fascism,democracy,bees and humans.Hate mosquitos.#DontFrackNorfolkBroads'	b'Peter Watson'	"b'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>'"		
864453395264016385	en-gb	ProudGranny24	"RT @MirrorPolitics: Mencap warns it's ""worrying"" Theresa May appeared to get mental health &amp; learning disability mixed up - #GE2017 live ht?"	nullHERE!!!	Tue May 16 12:12:04 +0000 2017	201	0	554	380	16770	b'Pacific Time (US & Canada)'	b'Sat May 21 06:33:06 +0000 2016'	No lists please	b'Family first. Love languages, reading, knitting and crochet. Deplore self-pity, injustice and Westcountry becoming a rural theme park. RT not an endorsement'	b'Proud1957'	"b'<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>'"		
864450536954843136	en	loveleedsh8ken	"RT @MirrorPolitics: Mencap warns it's ""worrying"" Theresa May appeared to get mental health &amp; learning disability mixed up - #GE2017 live ht?"	nullHERE!!!	Tue May 16 12:00:43 +0000 2017	201	0	1568	2588	20794	b'Casablanca'	b'Thu Sep 06 19:01:37 +0000 2012'	North 	b'Photography- Family - LUFC- Intermittent Fasting'	"b""I'm Voting Labour"""	"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'"		
864449412403265536	en	SallyMos	RT @MirrorPolitics: Jeremy Corbyn says Labour has suffered ?unbelievable torrents of media attacks? - #GE2017 live https://t.co/mh59sSORHC	nullHERE!!!	Tue May 16 11:56:15 +0000 2017	48	0	1131	1580	29990	b'London'	b'Wed Sep 30 12:19:01 +0000 2009'	England, United Kingdom	b'Animal lover.  Trying to promote protection for animals any way I can.\nVegetarian from age 10. Every creature and every person counts and is important.'	b'Sally Moscrop'	"b'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>'"	http://www.mirror.co.uk/news/politics/general-election-2017-live-labour-10421621 	
864448461944610816	en	simoncramp71	RT @MirrorPolitics: Jeremy Paxman to grill both Theresa May and Jeremy Corbyn - #GE2017 live https://t.co/mh59sSORHC https://t.co/rzYm2fijZj	nullHERE!!!	Tue May 16 11:52:28 +0000 2017	46	0	482	2152	6620	b'London'	b'Sat May 02 09:34:07 +0000 2009'	chesterfield	b'I will fight for people with ld on policy either gov or any other LDEngland life m fellow of cofwr i also blog as well'	b'simon cramp'	"b'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>'"	http://www.mirror.co.uk/news/politics/general-election-2017-live-labour-10421621 	
864446573257916416	en	pbw1000	"RT @SocialistVoice: Mencap warns it's ""worrying"" Theresa May appeared to get mental health and learning disability mixed up #GE2017?https:/?"	nullHERE!!!	Tue May 16 11:44:58 +0000 2017	96	0	231	354	2633	b'London'	b'Wed Jun 17 22:55:59 +0000 2009'	Cambridge	b'Hiberno-Scottish, 18thC classical and higher ed interests, drawn into Twitter by Archers now locked in by Labour politics'	b'Penny Wilson'	"b'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>'"		
864442181620293632	en-GB	sarahollando552	"RT @MirrorPolitics: Mencap warns it's ""worrying"" Theresa May appeared to get mental health &amp; learning disability mixed up - #GE2017 live ht?"	nullHERE!!!	Tue May 16 11:27:31 +0000 2017	201	0	1546	3835	13056		b'Sun Nov 22 22:27:49 +0000 2015'	United Kingdom	b'Fighting to keep Public NHS & ?Tories OUT - Socialist #MMT Environment & Autism friend carer'	b'Sara Holland'	"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'"		
864437420556775426	en	WillamShortall	RT @MirrorPolitics: Theresa May just got confronted by a SECOND angry voter - #GE2017 live https://t.co/mh59sSORHC https://t.co/5n9yOAQH5d	nullHERE!!!	Tue May 16 11:08:36 +0000 2017	35	0	134	439	441		b'Thu Jun 18 05:39:56 +0000 2015'	Merseyside| England| UK	b'#Labour Member Liverpool Knotty Ash & West Derby ?@stephentwigg @westderbyCLP #labourdoorstep Disability Officer Liverpool West Derby CLP #votelabour #GE2017'	b'William Shortall'	"b'<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>'"	http://www.mirror.co.uk/news/politics/general-election-2017-live-labour-10421621 	
864436495914029056	en	Sebmeister	RT @MirrorPolitics: Jeremy Corbyn has just gatecrashed Theresa May's Facebook live #GE2017 live https://t.co/mh59sSORHC https://t.co/o6gQkp?	nullHERE!!!	Tue May 16 11:04:55 +0000 2017	31	0	682	2994	21576	b'London'	b'Thu Apr 22 22:42:57 +0000 2010'	Manchester, United Kingdom	b'Follower of @ManUtd, occasional photographer and radio presenter.'	b'Sebster'	"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'"	http://www.mirror.co.uk/news/politics/general-election-2017-live-labour-10421621 	
864431042538688512	en	pannusf10	"RT @MirrorPolitics: Mencap warns it's ""worrying"" Theresa May appeared to get mental health &amp; learning disability mixed up - #GE2017 live ht?"	nullHERE!!!	Tue May 16 10:43:15 +0000 2017	201	0	959	1485	24595	b'London'	b'Thu Jul 07 11:08:51 +0000 2011'	North London	b'I like rescue dogs a lot.  Still #REMAIN'	b'Suzy Fitzgerald'	"b'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>'"		
